cuerpo,fecha,subtitulo,tags,titulo,url,url_imagenes
"Un siniestro vial ocurrió en la mañana de este miércoles en la intersección de la ruta nacional 12 y la Avenida Las Misiones, en Posadas, donde una motocicleta colisionó contra la parte trasera de una camioneta, dejando a una mujer con lesiones . El hecho se registró alrededor de las 9:00 cuando un vehículo Chevrolet Kangoo, conducido por un hombre de 66 años, frenó en un semáforo en dirección Garupá-Posadas . En ese momento, una motocicleta Corven Energy 110cc, en la que viajaban un hombre de 32 años y una mujer de 24 como acompañante, impactó contra la parte trasera del rodado mayor. A raíz del choque, la mujer que iba en la moto sufrió heridas y fue trasladada en ambulancia al Hospital de Fátima para recibir atención médica .",2025-03-05,Ocurrió en la mañana de este miércoles.,"Accidente,Policía de Misiones,Policiales,Siniestro",Mujer resultó herida en un choque entre una moto y una camioneta en Posadas,https://www.primeraedicion.com.ar/nota/100979752/mujer-resulto-herida-en-un-choque-entre-una-moto-y-una-camioneta-en-posadas/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/accidente-moto-auto-posadas-750x375.jpg
"Un incendio de grandes proporciones se ha desatado frente a una escuela ubicada en paraje Santa Tecla, en Ituzaingó, provincia de Corrientes , generando preocupación entre los residentes de la zona. El foco se ha extendido rápidamente, poniendo en peligro a numerosas familias y dificultando la circulación por la ruta nacional 12. Los bomberos y equipos de emergencia han sido movilizados de inmediato para intentar controlar el siniestro en horas de la noche, cerca de las 23 horas. Sin embargo, las condiciones climáticas complicaron las tareas, debido a la presencia de un fuerte viento norte que intensificó el fuego. Recordemos que esta zona ya fue afectada por grandes incendios durante febrero del 2022, donde se produjo uno de los incidentes ígneos más importantes de la región en aquella ocasión. Las autoridades han pedido a los vecinos que extremen las precauciones y se mantengan atentos a las indicaciones de evacuación en caso de ser necesario. Mientras tanto, los equipos de emergencia continúan trabajando para contener las llamas y minimizar los daños en la zona afectada. Se recomienda a la población evitar acercarse al área del incendio y permitir el libre acceso a los vehículos de emergencia.   Fuente: CiudadItuzaingó",2025-03-06,Ocurrió en la noche de este miércoles y generó preocupación. Se espera un parte oficial para determinar la cantidad de área afectada y si hubo heridos.,"en Ituzaingó,paraje Santa Tecla,provincia de Corrientes",Ituzaingó: incendio de malezas afectó la zona de paraje Santa Tecla,https://www.primeraedicion.com.ar/nota/100979984/ituzaingo-incendio-de-malezas-afecto-la-zona-de-paraje-santa-tecla/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/incnedio.jpg
"En la mañana de este jueves, un accidente de tránsito dejó como saldo a un hombre con lesiones graves en la localidad de Apóstoles . El hecho ocurrió alrededor de las 6:30am sobre la avenida San Martín, a unos 60 metros de la intersección con la avenida Guacurarí, en el barrio Estación. Según informaron fuentes policiales, el siniestro involucró a dos motocicletas. Una Honda Tornado 250, conducida por R. Leonardo, de 30 años, y una Mondial 110 cc, en la que se desplazaba Juan José C., de 53 años, acompañado por Marta Catalina S., de 46 años. Como consecuencia del impacto, Juan José C. sufrió la fractura de su pierna izquierda y, junto a su acompañante, fue trasladado al hospital local para recibir atención médica. Las autoridades continúan con las investigaciones para determinar las causas del accidente.",2025-03-07,El conductor de la motocicleta de menor porte sufrió una fractura en la pierna. Tanto él como su acompañante fueron trasladados al hospital local.,"Accidente de Tránsito,Apóstoles,barrio Estación",Apóstoles: choque entre motociclistas dejó un herido de gravedad,https://www.primeraedicion.com.ar/nota/100980316/apostoles-choque-entre-motociclistas-dejo-un-herido-de-gravedad/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/choque-1-750x375.jpg
"La Federación Misionera de Fútbol (FeMiFu) comunicó, cerca de la medianoche de este jueves, l a postergación del encuentro que debían sostener esta noche Guaraní Antonio Franco y 1º de Mayo de Posadas, por la primera fecha de la zona 2 del Torneo Provincial. Cabe recordar que dicho encuentro se había adelantado por las elecciones presidenciales del club franjeado, sin embargo el incendio de una de las torres lumínicas del club de Villa Sarita obligó a la reprogramación del juego de este viernes . En ese sentido, la Franja expresó en un comunicado que “el partido entre Guaraní Antonio Franco y 1º de Mayo, correspondiente a la primera fecha del Torneo Provincial fue postergado para el sábado 15 de marzo en horario a confirmar”. “Estamos trabajando para dar seguridad tras el siniestro de ayer (miércoles) en una de las torres de reflectores del estadio Clemente Fernández de Oliveira”, agrega la nota. Dos equipos con panoramas completamente distintos presentará el juego ahora postergado. Por un lado, estará un curtido conjunto franjeado, que busca ser protagonista y tiene como principal objetivo lograr la plaza al certamen nacional. Por el otro estará el trabajador, la novedad del certamen, que tendrá su estreno absoluto en la competencia y busca dejar una buena impresión. En este mismo grupo de los equipos posadeños también se encuentra Rosamonte de Apóstoles, que quedó como solitario líder tras derrotar en condición de visitante por 1-0 a Olimpia San Antonio de Oberá. Otros resultados del primer capítulo: Brown 1- Atl. Posadas 1, Tuyutí 1 – Libertad 2, Timbó 2 – La cantera 0, Social 1 – River 2, Sol de Mayo 1 – Exa 185 3, Puerto Argentino 3 – 9 de Julio 3, Atl. Garuhapé 1 – Dep. Jardín América 1 y Nacional 2 – San Martín 1. El domingo 16 completarán la primera fecha todos los representantes de Iguazú. Luz y Fuerza vs. ATTI será uno de los duelos y 8 de Mayo vs. Central Iguazú, el restante.",2025-03-07,La FeMiFu comunicó que el partido se realizará el sábado 15 del corriente. El incendio en una torre lumínica en Villa Sarita motivó la decisión.,"#Fútbol,Guarani vs. 1º de Mayo,Misiones,Postergación,Torneo Provincial",Torneo Provincial: postergan Guaraní vs 1º de Mayo,https://www.primeraedicion.com.ar/nota/100980322/torneo-provincial-postergan-guarani-vs-1o-de-mayo/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/guarani-vs-1-de-mayo-750x375.jpg
"Una nueva pérdida enluta a la comunidad de Dos de Mayo tras el fallecimiento de Letizia Nikol Spiecker, la niña de un año y cinco meses que había resultado gravemente herida en un accidente de tránsito ocurrido el pasado 22 de octubre sobre la Ruta Provincial N°11 . El siniestro, que en su momento dejó como saldo la muerte de sus padres, Cristian Daniel Spiecker (23) y Liliana Coinete (22), se produjo cuando la motocicleta en la que viajaban impactó de frente contra un Volkswagen Bora conducido por Marcia D., de 39 años . La pequeña, que también iba a bordo del rodado menor, sufrió heridas de extrema gravedad que requirieron internación prolongada y múltiples cirugías.  Durante seis meses, Letizia permaneció hospitalizada en estado reservado, atravesando diversas intervenciones médicas con el objetivo de estabilizar su salud. Sin embargo, en los últimos días su condición se agravó y, pese a los esfuerzos de los profesionales que la asistían, su fallecimiento se confirmó en las últimas horas, según confirmó el portal San Vicente Informa. ",2025-03-05,"La menor, de un año, permaneció internada durante seis meses tras un choque en la Ruta Provincial N°11, en el que murieron sus padres. Pese a múltiples cirugías, su estado se agravó en los últimos días y hoy se confirmó su deceso.","Accidente,Policía de Misiones,Siniestro",Tragedia en Misiones: falleció una niña que había sobrevivido a un accidente fatal,https://www.primeraedicion.com.ar/nota/100979778/tragedia-en-misiones-fallecio-una-nina-que-habia-sobrevivido-a-un-accidente-fatal/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/accidente-vial-dos-de-mayo-750x375.jpg
"Los incendios en la provincia de Corrientes continúan generando preocupación debido a su impacto ambiental y a las dificultades para su contención. En diálogo con FM 89.3 Santa María de las Misiones,  el ambientalista correntino Luis Martínez explicó la gravedad de la situación y las consecuencias de estos siniestros en el ecosistema local.  “Depende del día y de las condiciones climáticas, pero estamos enfrentando condiciones extremas. Hay una sequía crónica en la región y esto facilita la propagación del fuego. A esto debemos sumar la acción de combustión sobre la vegetación”, señaló Martínez. En este sentido, advirtió que “la mayoría de los focos son producto de la imprudencia humana y otros son intencionales. En Itatí, por ejemplo, se detuvo a tres individuos por provocar un incendio”. Cabe recordar que a pocos kilómetros de Misiones, por ruta 12 en la zona conocida como Paraje Santa Tecla, Ituzaingó , ocurrió un nuevo incendio de grandes magnitudes durante las horas de tarde/noche del pasado miércoles. Si bien todavía no hay datos oficiales sobre la superficie total afectada por los incendios recientes, el ambientalista destacó que “las zonas más afectadas son los pastizales y áreas protegidas”. Un ejemplo de esto es el Parque Provincial San Cayetano , donde “se quemaron aproximadamente 200 hectáreas, quedando solo un 30% del parque resguardado” . Además, alertó sobre la reactivación de focos en la zona de Ituzaingó, muy cerca de Posadas, que sigue bajo vigilancia. Respecto a las sanciones contra quienes provocan incendios, Martínez afirmó que “el Gobierno provincial se ha pronunciado en contra de estas acciones, pero no ha especificado qué tipo de sanciones recibirán los responsables”. También recordó que “en otras oportunidades se han detenido personas por incendios intencionales, pero no se han informado sanciones concretas”. El impacto de los incendios en la fauna local es alarmante. “Los incendios desplazan a los animales silvestres de sus hábitats naturales y la sequía agrava la situación, con lagunas y esteros completamente secos o con muy poco caudal”, explicó. Asimismo, destacó los esfuerzos de diversas organizaciones ambientales para rescatar y atender a los animales afectados . “Hace unos días se rescataron dos ejemplares de gato montés en medio de un incendio. Uno fue trasladado al centro de conservación Aguará, pero el otro desapareció. Tememos que alguien se lo haya llevado y pedimos que sea entregado a las autoridades para su adecuada atención”. Sobre la recuperación de los ecosistemas dañados, Martínez advirtió que “depende de múltiples factores, como la intensidad del fuego y la cantidad de precipitaciones. Mientras que las pasturas pueden recuperarse con relativa rapidez, los árboles que tardaron 50 o 100 años en crecer no podrán ser restaurados fácilmente”. Además, recalcó que “muchos de los esteros y lagunas aún no han recuperado su caudal de agua, a pesar de las inundaciones de años anteriores” . En cuanto a las medidas preventivas, el ambientalista sostuvo que “se está apelando a la conciencia de la población para evitar la quema de basura y la realización de denuncias ante cualquier foco de incendio”. También aseguró que “se han restringido los permisos para la quema controlada de pastizales” y que es fundamental la colaboración de la ciudadanía para evitar más desastres ambientales. Los incendios en Corrientes siguen siendo una amenaza latente para el ambiente y la biodiversidad. Mientras se aguarda una respuesta más contundente por parte de las autoridades, la comunidad ambientalista y los cuerpos de bomberos continúan trabajando incansablemente para mitigar el impacto de esta crisis. ",2025-03-07,"Zonas protegidas y reservas naturales han sido gravemente afectadas. Mientras los brigadistas y ambientalistas trabajan, crece el reclamo por sanciones más severas y medidas urgentes para prevenir nuevos focos de incendio.","FM 89.3,incendios en la provincia de Corrientes,Parque Provincial San Cayetano",Los incendios en Corrientes “están desplazando a los animales silvestres de sus hábitats naturales”,https://www.primeraedicion.com.ar/nota/100980353/los-incendios-en-corrientes-estan-desplazando-a-los-animales-silvestres-de-sus-habitats-naturales/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/03/canalwhatsapp_300_250.png
"En la madrugada del sábado 8 de marzo, alrededor de las 5am , un automóvil protagonizó un despiste en la intersección de la avenida Uruguay y la calle San Juan, en jurisdicción de la Comisaría Tercera de la Unidad Regional I. El incidente involucró a un Ford Fiesta conducido por Jorge, de 26 años, quien impactó contra un Fiat Fastback que se encontraba estacionado y es propiedad de Claudia, de 47 años. Tras el siniestro, una ambulancia llegó al lugar para asistir al conductor, quien presentaba un corte en la mejilla derecha. Sin embargo, el joven se negó a ser trasladado al hospital para recibir atención médica. Se esperaba la llegada del personal de la Policía Científica para realizar las pericias correspondientes y determinar las causas del accidente.",2025-03-08,Ocurrió en las primeras horas de este sábado y no hubo que lamentar lesionados de gravedad.,"#Posadas,Accidente de Tránsito,Policiales",Conductor impactó contra un auto estacionado y volcó sobre av Uruguay,https://www.primeraedicion.com.ar/nota/100980652/conductor-impacto-contra-un-auto-estacionado-y-volco-sobre-av-uruguay/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-08-at-09.39.48-1-e1741440463526-750x375.jpeg
"Durante la mañana de este sábado, pasadas las 9.30 un camión Mercedes Benz 1114, conducido por un hombre de 44 años, se salió de su trayectoria mientras transportaba material de reciclaje, principalmente metal, y terminó volcado sobre la calle Bartolomé Mitre del Barrio Terminal de Bernardo de Irigoyen. En el lugar trabajaron efectivos de  la Comisaría local de la UR-XII CRIA, quienes informaron que pese a la situación no hubo personas heridas. Finalmente se destacó que a pesar del siniestro, el control del vehículo y la rápida intervención permitieron evitar daños personales y mayores alteraciones en el tránsito de la zona.",2025-03-08,Ocurrió a las 9.40 sobre la calle Bartolomé Mitre. Afortunadamente no hubo heridos.,"Bernardo de Irigoyen,Camión,Despiste,Misiones,Siniestro vial",Irigoyen: camión despistó y volcó,https://www.primeraedicion.com.ar/nota/100980674/irigoyen-camion-despisto-y-volco/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/despiste-camion1-750x375.jpg
"En la mañana de este sábado, un incendio destruyó por completo una vivienda de madera en el barrio Esperanza II, en Puerto Esperanza. Afortunadamente, no se registraron personas heridas. El siniestro ocurrió alrededor de las 11.30 horas y, según las primeras pericias, el fuego se habría originado a causa de un cortocircuito en el sistema eléctrico de la casa, propiedad de Darío Luis M., de 41 años. Efectivos de la Comisaría de Puerto Esperanza , junto a personal de la División Comando Radioeléctrico y Bomberos Voluntarios, trabajaron en el lugar para sofocar las llamas, logrando extinguir el fuego en su totalidad. Si bien las pérdidas fueron únicamente materiales, el incendio dejó a la vivienda completamente destruida. Las autoridades continúan con las investigaciones para esclarecer las circunstancias del hecho.",2025-03-08,"No hubo heridos y las pérdidas fueron únicamente materiales, el fuego dejó a la vivienda completamente destruida.","barrio Esperanza II,Comisaría de Puerto Esperanza,en la localidad de Puerto Esperanza.",Incendio consumió una vivienda en Puerto Esperanza,https://www.primeraedicion.com.ar/nota/100980696/incendio-consumio-una-vivienda-en-puerto-esperanza/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/aadertwert-750x375.jpg
"Este sábado en Oberá  se produjo un siniestro vial que tuvo como protagonistas a dos motocicletas . Todo ocurrió cerca de las 15 horas cuando un conductor de 30 años circulaba por avenida Pincen a bordo de una motocicleta Zanella ZB 110cc y por causas que se tratan de establecer fue colisionado por otra motociclista que se dio a la fuga. A raíz del impacto el joven sufrió serias lesiones por lo que fue trasladado al SAMIC de Oberá. Se supo que sufrió un traumatismo craneoencefálico con pérdida de conciencia, una lesión en la cavidad oral con pérdida de varias piezas dentales. También resultó con un corte en el tobillo derecho y escoriaciones en pelvis.  Está internado en terapia intensiva. ",2025-03-08,El siniestro ocurrió esta tarde en la localidad de Oberá.,"#Oberá,Choque entre motos,Siniestro vial","Choque entre motocicletas: un conductor se dio a la fuga, el otro está en terapia intensiva",https://www.primeraedicion.com.ar/nota/100980771/choque-entre-motocicletas-un-conductor-se-dio-a-la-fuga-el-otro-esta-en-terapia-intensiva/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/Accidente-herido-750x375.jpg
"Un incendio en un vehículo dentro del estacionamiento de un edificio generó alarma en la madrugada del sábado en la intersección de las calles Tucumán y San Lorenzo en Posadas. El fuego se inició en un Ford Fiesta que se encontraba en el segundo piso del garaje , lo que motivó la evacuación preventiva de los residentes. Efectivos de la Comisaría Primera y personal de Bomberos actuaron rápidamente para controlar la situación. Tras la evacuación, se confirmó que no hubo personas heridas. El propietario del vehículo, un hombre de 40 años, manifestó que estaba durmiendo en su departamento y desconocía las causas del incendio. Las autoridades continúan investigando el origen del siniestro.",2025-03-09,La rápida intervención de los bomberos permitió sofocar el fuego en un auto estacionado en el segundo piso de un garaje. Se evacuó a los residentes como medida preventiva.,"#Incendio,#Posadas,auto,Misiones",Incendio en estacionamiento de edificio: evacuaron a los vecinos y no hubo heridos,https://www.primeraedicion.com.ar/nota/100980898/incendio-en-estacionamiento-de-edificio-evacuaron-a-los-vecinos-y-no-hubo-heridos/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/incendio-en-garage-750x375.jpg
"Un joven de 22 años permanece en terapia intensiva en el Hospital Ramón Madariaga con graves traumatismos que sufrió, presuntamente luego de robar una bicicleta en el microcentro de esta capital y finalizar su huida dos cuadras después tras impactar contra un automóvil estacionado. El siniestro se registró pasadas las 19 del viernes cuando Carlos Javier Ayala se habría apoderado de una bicicleta en el cruce de las calles San Martín y San Lorenzo, frente al casino. Según las fuentes consultadas por PRIMERA EDICIÓN y los registros de las cámaras de seguridad del Centro Integral de Operaciones 911, a las 19.17 el muchacho subió a la bicicleta de montaña rodado 29 y comenzó a pedalear sobre el asfalto pero en el sentido opuesto que indica la calle San Martín. La pendiente y la fuerza que le imprimieron sus piernas desplegaron en pocos segundos una velocidad de fuga asombrosa pero que duró menos de veinte segundos y 200 metros porque al cruzar la calle Junín esquivó un automóvil en tránsito pero no pudo frenar o volver a maniobrar para evitar colisionar con un Peugeot 508 de un vecino de 30 años, con domicilio en la misma cuadra donde estaba estacionado su vehículo. El impacto impresionó a los testigos y la violencia fue tal que Ayala quedó tendido sobre el asfalto inconsciente y con múltiples lesiones por los golpes, los más graves fueron los traumatismos de cráneo. Fue derivado rápidamente al hospital central y hasta anoche no habría recobrado el conocimiento por lo que continuaba asistido en terapia intensiva sin poder ser notificado aún del motivo de su detención: la flagrancia de robo. Intervinieron efectivos de la comisaría Primera de la Unidad Regional I y a instancia del juez de Instrucción 6, Ricardo Walter Balor, se estableció que permanezca una custodia policial en el hospital mientras se aguarda su evolución. Respecto al dueño (37) de la bicicleta, cuando recorría la zona buscándola a pie, se topó con el ladrón tendido y herido en el asfalto.",2025-03-09,En el cruce de las calles San Lorenzo y San Martín tomó una bicicleta ajena y en contramano intentó escapar pero impactó contra un automóvil estacionado.,"#HospitalMadariaga,hurto de vehículo,Terapia Intensiva","Robó una bici, chocó pocos metros después y ahora pelea por sobrevivir",https://www.primeraedicion.com.ar/nota/100980858/robo-una-bici-choco-pocos-metros-despues-y-ahora-pelea-por-sobrevivir/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/robo-una-bici-750x375.jpg
"Un trágico siniestro vial ocurrió este domingo por la mañana en el kilómetro 859 de la ruta nacional 14, a la altura de Villa Armonía, en la localidad de Guaraní. En el mismo, por causas que se tratan de establecer, el conductor de una camioneta Toyota Hilux perdió el control de la misma, despistó y colisionó con una alcantarilla. El siniestro se registró alrededor de las 10, cuando el vehículo circulaba en dirección Guaraní-Alem. A consecuencia del impacto, el conductor del rodado, identificado por la policía como Gustavo López Gallardo, agricultor de 20 años, falleció en el lugar , mientras que las cinco personas que viajaban como acompañantes, tres hombres y dos mujeres de entre 18 y 47 años, todos productores oriundos de San Pedro, resultaron con lesiones de consideración y fueron trasladadas al hospital de Oberá. Las autoridades trabajan en el lugar para esclarecer las circunstancias del accidente.",2025-03-09,"La víctima fatal fue identificada como Gustavo López Gallardo, de 20 años. Los otros ocupantes del vehículo, productores al igual que la víctima fatal, fueron hospitalizados con heridas de consideración.","Misiones,Muerte,Siniestro vial",Despiste en la ruta 14 deja como saldo un muerto y cinco heridos,https://www.primeraedicion.com.ar/nota/100980940/despiste-en-la-ruta-14-deja-como-saldo-un-muerto-y-cinco-heridos/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/muerte-despiste-750x375.jpg
"El martes 22 de octubre del año pasado poco después de las 16, Abel Spiecker (48) y su esposa se dirigieron a la ruta provincial 11, donde comienza la zona urbana de Dos de Mayo, porque les avisaron que su hijo, nuera y nieta habían sufrido un accidente . Al llegar a la escena la policía les informó que la beba estaba con vida, pero los padres no sobrevivieron al impacto. “La policía no nos dejó ver los cuerpos de mi hijo y de su esposa. Un agente me dijo ‘vayan al hospital de Oberá que su nieta está muy grave’ , por lo que nos fuimos prácticamente detrás de la ambulancia. Desde ese momento, pasaron casi cinco meses de que nos enfocamos en la salud de Letizia (Spiecker), nuestra nieta que lamentablemente el pasado miércoles falleció . Nos aferramos todo ese tiempo a la posibilidad de que sobreviviera, pese a que sabíamos que su estado era muy delicado y que ya había atravesado numerosas operaciones. “Ahora, con el dolor que significa perder a un hijo, a una nuera, a una nieta, a una familia entera, queremos que se haga Justicia. Porque la persona que iba al volante del automóvil involucrado en el choque a la motocicleta que manejaba mi hijo apenas estuvo tres días presa. Tenemos dudas de que la investigación en el lugar del accidente fue realizada correctamente. Hay muchas irregularidades. En estos momentos queremos que se haga Justicia por las víctimas fatales y por mi nieto, que perdió a su padre, a su madre y también a su hermana Letizia”, relató Abel Spiecker, quien reside en Dos de Mayo y aún ve todos los días la vivienda que construyó su hijo en su terreno y donde hasta ahora parece que ve llegar a quienes la ocupaban, sonrientes y felices y llenos de vida y muchos sueños por delante. “Cristian era albañil y agricultor como yo, su casa estaba prácticamente terminada. Justo se estaban por dedicar a plantar tabaco. El día que todo sucedió regresaban de un trabajo que hizo mi nuera (cuidaba una mujer con parkinson)”, recordó.  El día en que se produjo el siniestro vial sobre la ruta provincial 11, también conocida como 211, dejó como saldo la muerte de Cristian Spiecker (23) y Liliana Coinete (23) que viajaban en motocicleta con su hija de un año y cinco meses (Letizia). Tras impactar de frente con un automóvil, la pareja perdió la vida prácticamente en el acto. Ocurrió alrededor de las 16 cuando, por motivos que se investigan, la Motomel 150 en la que viajaba la familia, chocó contra la parte frontal de un automóvil Volkswagen Bora, conducido por una mujer de 39 años. La pequeña Letizia, que también iba a bordo del rodado menor, sufrió heridas de extrema gravedad que requirieron internación prolongada y múltiples cirugías. Tal como publicó este Diario, la beba luchó por su vida hasta que su corazón dijo basta el pasado miércoles.   “Se perdieron tres vidas inocentes, tres vidas jóvenes. Creemos que la Justicia actuó en contra nuestra prácticamente, los peritos  dijeron que mi hijo se cruzó dos metros de carril, siendo que se nota bien que chocaron en la mitad del asfalto, además el impacto fue del lado del acompañante del automóvil, que quedó a veinte metros del lugar del choque y en contramano, sobre la banquina. En ningún sentido concuerda lo que se vio en la escena con lo que dijeron los peritajes”, explicó Abel. Agregó que “la mujer que manejaba (el Volkswagen Bora) es de El Soberbio y estuvo tres días presa nomás, y sabemos que supuestamente está vinculada a una Fundación a través de la política, lo que es llamativo”. “Creo que ellos se aprovecharon de nuestro dolor, de que cuidamos y acompañamos a nuestra nieta casi cinco meses y no tuvimos tiempo de reclamar. Las dos familias, es decir la nuestra y la de mi nuera, nos turnamos para estar junto a Letizia en el hospital de Posadas. Una semana cada familia. Estuvimos concentrados en mi nieta, los médicos hicieron lo que humanamente pudieron. Sabíamos que su situación era grave. Tuvo fractura en la cervical, le operaron, tenía fracturas en las piernas, que también se las operaron, muchísimas lesiones. Por ello, el corazoncito de ella se fue debilitando. Además, todo ese tiempo estuvo con respirador. Lamentablemente, el miércoles temprano falleció. Ella todo ese tiempo fue nuestra meta, nuestra esperanza, nuestra luz, pero se nos apagó.  Ahora, podemos enfocarnos en pedir justicia”, refirió Abel a quien se le hace difícil recordar lo triste y doloroso que fue todo el tiempo que su nieta estuvo internada. Sin embargo, retomó fuerzas y habló de lo que es la  causa judicial. “El día del hecho hay testigos que estaban en una gomería y que vieron pasar a mi hijo. Fue unos 50 metros antes de llegar al lugar del accidente, incluso mi hijo los saludó, y ellos aseguraron que no iba a más de 60 o 70  kilómetros por hora con la motocicleta, y a esa velocidad no se puede cruzar de contramano en una curva. Mucho menos dos metros como dicen los peritos. También hay testigos que afirman que el auto iba por encima de los 140 kilómetros por hora. Y otro dato importante es que instantes después del accidente un camión, cuya empresa tenemos identificada, y que venía  atrás del automóvil que conducía la mujer, pasó por arriba de la moto que guiaba mi hijo y la arrastró más lejos. Eso no salió en las pericias y claramente modificó la escena”, precisó Abel, quien además solicitó “que la Justicia cite a los testigos para esclarecer lo sucedido”. Afirmó que su hijo “nunca tuvo accidentes viales y que jamás iba a ser imprudente llevando a su esposa e hija en la motocicleta”. El caso está en manos del Juzgado de Instrucción 3 de San Vicente. Por último, Abel contó que “quedamos al cuidado del hermano mayor de Letizia, Valentino David, quien tiene 6 años y quedó solo, perdió padres y hermana y también por él pedimos justicia. También tiene el cariño de sus tíos de parte de su madre y que cuidaron a la beba junto a nosotros. La abuela materna de Letizia actualmente se encuentra enferma y su salud se agravó tras lo sucedido”.",2025-03-10,"Lo dijo Abel Spiecker (48), cuya nieta falleció tras agonizar casi cinco meses, luego de un siniestro vial en Dos de Mayo, donde también murieron los padres de la menor.","Abel Spiecker,Cristian Spiecker,Liliana Coinete,Misiones,Muertes,Siniestro vial","“Se perdieron tres vidas inocentes, tres vidas jóvenes, ahora reclamamos justicia”",https://www.primeraedicion.com.ar/nota/100981104/se-perdieron-tres-vidas-inocentes-tres-vidas-jovenes-ahora-reclamamos-justicia/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/03/Spiecker-750x375.jpg
"Una avioneta se estrelló en la mañana de este viernes sobre la transitada Avenida Marquês de São Vicente, en la zona oeste de San Pablo , provocando un grave accidente que dejó al menos dos muertos y siete heridos. La aeronave impactó contra un autobús público, lo que generó un incendio que fue rápidamente controlado por los bomberos. El accidente ocurrió a las 7.20 de la mañana , apenas cinco minutos después de que la avioneta despegara de un aeropuerto cercano, especializado en vuelos de pequeño porte. El destino del vuelo era Porto Alegre, pero testigos aseguran que el piloto intentó realizar un aterrizaje de emergencia antes de precipitarse sobre la avenida. Las impactantes imágenes del siniestro, captadas por medios locales y difundidas en redes sociales, muestran el momento en que la aeronave impacta contra el autobús, desencadenando una explosión y una intensa columna de humo negro. 🔴Así fue el accidente en San Pablo Brasil. Una avioneta cae sobre una avenida. pic.twitter.com/BxoSwk9Sdu — Sebas Tempone (@SebasTempone) February 7, 2025 Tras el impacto, unidades del Cuerpo de Bomberos de San Pablo acudieron rápidamente al lugar y lograron controlar el fuego. El secretario de Seguridad del estado brasileño confirmó que la situación estaba bajo control y que los equipos de emergencia trabajaban para atender a los heridos y evaluar los daños. La Avenida Marquês de São Vicente fue cerrada al tránsito mientras se llevaban a cabo las labores de rescate y remoción de escombros. Las autoridades aún investigan las causas exactas del accidente y si la aeronave presentó alguna falla mecánica antes del impacto. El avión impactó contra un autobús y se escuchó una explosión . Una gran nube de humo negro se podía ver a lo lejos en toda la ciudad. Un testigo que estaba en el lugar dijo al medio G1 que, antes del accidente, vio que el avión se estrelló contra un árbol y comenzó a arrojar queroseno . “Agarró el árbol, agarró el cartel y comenzó a verter queroseno”, dijo el ingeniero João Lucas da Silva Amaral . “En el momento que tocó el suelo, explotó y corrimos”, acotó. Fuente: Infobae",2025-02-07,Ocurrió esta mañana en San Pablo. La policía indicó que está investigando las causas y posibles responsabilidades del accidente.,"Accidente aéreo,Avenida Marquês de São Vicente,avion chocó en brasil,San Pablo","Brasil: avión se estrelló en plena avenida, chocó contra un colectivo y hay al menos dos muertos",https://www.primeraedicion.com.ar/nota/100971573/brasil-avion-se-estrello-en-plena-avenida-choco-contra-un-colectivo-y-hay-al-menos-dos-muertos/,https://www.primeraedicion.com.ar/wp-content/uploads/2025/02/choco-avion-en-brasil-750x375.jpg
